id,x_pixel,y_pixel,z_normalized,z_depth,class
14,328,357,-0.1017022281885147,4605,3
15,326,344,-0.0827319622039794,4627,3
16,308,333,-0.0709757432341575,2930,3
17,253,369,-0.0738155990839004,4528,3
18,307,375,-0.0869057029485702,4548,3
19,306,361,-0.0762070342898368,4584,3
20,289,352,-0.0674070790410041,0,3
0,194,273,-1.8381381039489497e-07,3039,3
1,241,244,-0.0372913964092731,2804,3
2,299,253,-0.0678391456604003,4728,3
3,336,290,-0.0872935876250267,2629,3
4,350,326,-0.1061946898698806,4661,3
5,268,265,-0.1268434673547744,2614,3
6,322,279,-0.1656177937984466,2420,3
7,354,287,-0.1790686994791031,4853,3
8,376,288,-0.1853596270084381,4876,3
9,257,298,-0.1169058233499527,2587,3
10,328,299,-0.1552649289369583,2457,3
11,371,293,-0.1599225103855133,4810,3
12,395,286,-0.1648113578557968,5054,3
13,250,328,-0.1031119003891944,2651,3
14,323,337,-0.1339141428470611,4601,3
15,325,323,-0.1208078786730766,4607,3
16,307,308,-0.1083072423934936,2778,3
17,248,354,-0.0908997654914856,4568,3
18,309,358,-0.113763190805912,4559,3
19,310,343,-0.1077312305569648,4577,3
20,291,331,-0.1003927662968635,2652,3
0,468,269,4.077105018041039e-07,0,3
1,421,245,0.0216651372611522,3850,3
2,366,243,0.0084654306992888,3034,3
3,322,273,-0.0095175644382834,2654,3
4,296,296,-0.0288931224495172,2680,3
5,372,233,-0.0451473109424114,5141,3
6,308,253,-0.0762366354465484,2662,3
7,273,272,-0.0967009216547012,2703,3
8,251,290,-0.1110323518514633,4988,3
9,379,265,-0.0678091123700141,2934,3
10,308,257,-0.0976753756403923,2643,3
11,271,253,-0.1111555993556976,2571,3
12,246,253,-0.1239787489175796,2621,3
13,386,301,-0.083384022116661,2995,3
14,309,302,-0.0904049798846244,2701,3
15,325,296,-0.0595480725169181,2689,3
16,345,290,-0.0398906655609607,2731,3
17,394,334,-0.0980668887495994,8755,3
18,335,331,-0.0958974882960319,5000,3
19,344,322,-0.0695447474718093,2804,3
20,359,317,-0.0509222783148288,2889,3
0,473,272,4.52826384389482e-07,9530,3
1,425,242,0.0316378697752952,3872,3
2,380,236,0.007674254477024,0,3
3,345,261,-0.0164472442120313,2704,3
4,320,285,-0.0417583994567394,2664,3
5,372,228,-0.1157673373818397,5136,3
6,315,245,-0.1523302793502807,2666,3
7,294,261,-0.1686460971832275,2556,3
8,280,280,-0.1810771375894546,2690,3
9,383,262,-0.137261226773262,2920,3
10,313,251,-0.1861817389726638,2627,3
11,275,247,-0.1968535035848617,2539,3
12,249,251,-0.2080074548721313,2587,3
13,388,299,-0.1415677517652511,2966,3
14,316,296,-0.1364112347364425,2686,3
15,330,290,-0.0781034752726554,2672,3
16,350,286,-0.0457436218857765,2725,3
17,393,330,-0.1442227363586425,8846,3
18,337,324,-0.1217540130019187,5010,3
19,347,317,-0.0733349919319152,2793,3
20,362,312,-0.0423726886510849,2862,3
0,207,188,2.211282037478668e-07,3204,3
1,236,151,-0.0011117468820884,8610,3
2,277,141,-0.0172504615038633,5123,3
3,316,145,-0.028484946116805,5151,3
4,344,158,-0.0382916517555713,4812,3
5,290,144,-0.0842769891023635,5173,3
6,353,147,-0.1102246344089508,4743,3
7,383,160,-0.1171509250998497,4670,3
8,402,175,-0.1196533516049385,4576,3
9,292,173,-0.0837790891528129,3041,3
10,362,156,-0.1197928562760353,4745,3
11,398,151,-0.1235351264476776,4564,3
12,420,151,-0.1239144802093505,4607,3
13,292,202,-0.0746380016207695,3053,3
14,359,192,-0.0843460485339164,3134,3
15,353,188,-0.0501867309212684,3115,3
16,339,187,-0.0245820991694927,3065,3
17,290,226,-0.0655261501669883,3090,3
18,340,215,-0.0601723603904247,4314,3
19,335,206,-0.0311227589845657,0,3
20,321,205,-0.0075753042474389,0,3
0,209,182,4.331774334787042e-07,3242,3
1,247,208,0.002628976246342,3125,3
2,291,216,-0.0132445907220244,3091,3
3,328,202,-0.022331204265356,0,3
4,351,185,-0.027440657839179,3176,3
5,299,199,-0.097647450864315,3089,3
6,354,189,-0.1080528423190116,0,3
7,357,194,-0.0940110608935356,4543,3
8,349,203,-0.0815212503075599,4557,3
9,297,175,-0.0949844792485237,3047,3
10,360,152,-0.1308813393115997,4720,3
11,398,145,-0.1324183195829391,4550,3
12,419,142,-0.1305421590805053,4551,3
13,294,155,-0.0789529457688331,5175,3
14,353,149,-0.0812753587961196,4761,3
15,358,155,-0.0416825897991657,4818,3
16,354,159,-0.0133638177067041,0,3
17,291,144,-0.0612923577427864,5178,3
18,336,142,-0.0421378836035728,5033,3
19,337,149,-0.0034625509288161,4940,3
20,331,154,0.025207370519638,4892,3
0,205,190,1.019067710217314e-07,3215,3
1,237,152,-0.0019931637216359,8611,3
2,280,144,-0.0163767356425523,5108,3
3,319,153,-0.0264386590570211,5032,3
4,343,170,-0.0350447297096252,0,3
5,290,150,-0.0792193189263343,5147,3
6,353,156,-0.1019707024097442,4792,3
7,378,171,-0.1054591163992881,4596,3
8,390,187,-0.1055363416671752,4546,3
9,291,181,-0.0795027241110801,3014,3
10,363,166,-0.1114250794053077,4655,3
11,401,161,-0.1142153516411781,4629,3
12,422,161,-0.1144840717315673,4607,3
13,291,210,-0.0720168203115463,3032,3
14,359,205,-0.0821631252765655,0,3
15,354,199,-0.0514906831085681,3121,3
16,341,196,-0.0279865060001611,3099,3
17,289,234,-0.0645125806331634,3118,3
18,341,223,-0.0605884343385696,4321,3
19,339,214,-0.0341051407158374,4494,3
20,325,211,-0.0123333875089883,0,3
0,567,229,5.834841090290865e-07,0,3
1,533,198,0.0011374457972124,0,3
2,478,197,-0.0166126433759927,0,3
3,437,224,-0.033072005957365,3248,3
4,412,250,-0.0501007996499538,3182,3
5,489,198,-0.073769025504589,0,3
6,426,208,-0.1013843193650245,3258,3
7,394,220,-0.1147625520825386,3200,3
8,371,233,-0.1236398294568061,3174,3
9,493,228,-0.0821085944771766,0,3
10,422,216,-0.1156802326440811,3190,3
11,378,207,-0.1294484287500381,0,3
12,346,205,-0.1406619697809219,5160,3
13,496,259,-0.0822748392820358,0,3
14,426,252,-0.0888572707772255,3194,3
15,439,244,-0.058398712426424,3234,3
16,456,240,-0.037995770573616,3353,3
17,500,282,-0.0826252028346061,9540,3
18,446,273,-0.0742548033595085,3379,3
19,454,264,-0.0449692606925964,3404,3
20,468,263,-0.0249660275876522,3511,3
0,476,409,2.8899688686578884e-07,0,3
1,458,426,-0.0312012322247028,8010,3
2,456,451,-0.0353963933885097,0,3
3,457,470,-0.0292672701179981,0,3
4,457,485,-0.0190828870981931,-1,3
5,484,468,-0.0261330511420965,0,3
6,475,488,-0.0135360630229115,-1,3
7,462,488,0.0007962918607518,-1,3
8,456,483,0.0111948931589722,-1,3
9,491,465,-0.0004666958120651,0,3
10,481,485,0.0121620753780007,-1,3
11,469,485,0.0230716168880462,-1,3
12,460,481,0.0297893658280372,-1,3
13,492,461,0.0245830342173576,0,3
14,483,480,0.0345396026968956,-1,3
15,471,480,0.0376020483672618,-1,3
16,464,477,0.0383317023515701,0,3
17,491,459,0.0477455034852027,0,3
18,485,474,0.0524910986423492,0,3
19,476,475,0.0515026189386844,0,3
20,468,473,0.0506893545389175,0,3
0,476,407,2.954334092919453e-07,0,3
1,457,425,-0.0290361009538173,0,3
2,456,451,-0.0333620868623256,0,3
3,457,471,-0.0287402402609586,0,3
4,457,487,-0.0201868917793035,-1,3
5,485,467,-0.0200781244784593,0,3
6,475,489,-0.0095158284530043,-1,3
7,463,490,0.0026796699967235,-1,3
8,457,486,0.012095364741981,-1,3
9,492,464,0.0032026451081037,0,3
10,482,486,0.0142737319692969,-1,3
11,470,487,0.0238950066268444,-1,3
12,461,485,0.0303374417126178,-1,3
13,493,460,0.0254284907132387,0,3
14,484,480,0.0343966372311115,-1,3
15,473,482,0.0385764129459857,-1,3
16,464,481,0.0407669693231582,-1,3
17,492,458,0.0456443056464195,0,3
18,486,474,0.0515024811029434,0,3
19,477,477,0.0528869517147541,0,3
20,468,475,0.0541217885911464,0,3
0,475,409,2.6298388888790214e-07,0,3
1,457,425,-0.0315362028777599,0,3
2,456,449,-0.0362115912139415,0,3
3,457,469,-0.0306548532098531,0,3
4,457,484,-0.0212635863572359,-1,3
5,484,465,-0.027988638728857,0,3
6,475,486,-0.015670595690608,-1,3
7,463,486,-0.0015562224434688,-1,3
8,457,481,0.0083168605342507,-1,3
9,491,463,-0.002512406790629,0,3
10,481,482,0.0096948985010385,-1,3
11,469,480,0.0193080306053161,-1,3
12,462,475,0.0245289895683527,0,3
13,492,459,0.0224643070250749,0,3
14,482,476,0.0319374985992908,0,3
15,472,473,0.0321871452033519,0,3
16,466,468,0.0302939470857381,0,3
17,491,457,0.0456453263759613,0,3
18,484,470,0.0492877587676048,0,3
19,475,469,0.0455557033419609,0,3
20,468,465,0.0421802476048469,0,3
0,547,228,5.91363630064734e-07,10287,3
1,515,199,0.0004444227670319,10375,3
2,462,195,-0.0210824590176343,0,3
3,423,219,-0.040564339607954,3182,3
4,399,244,-0.062749944627285,3187,3
5,475,191,-0.0926151275634765,0,3
6,412,197,-0.1253400146961212,0,3
7,374,204,-0.1433995068073272,3231,3
8,344,213,-0.1573245972394943,3136,3
9,482,220,-0.1018665507435798,0,3
10,415,206,-0.1458562612533569,3194,3
11,372,201,-0.1663627028465271,0,3
12,342,201,-0.1823569238185882,5169,3
13,486,250,-0.1009571701288223,0,3
14,418,244,-0.1131335198879242,3155,3
15,427,239,-0.0841894894838333,3186,3
16,443,233,-0.0650482326745987,3284,3
17,488,276,-0.0998726561665535,9546,3
18,436,266,-0.0976056307554245,3345,3
19,441,259,-0.0719098299741745,3324,3
20,453,256,-0.0542280599474906,3409,3
0,557,227,6.756357038284477e-07,0,3
1,524,201,0.0011999149573966,0,3
2,473,201,-0.0229206029325723,0,3
3,435,227,-0.0423589721322059,3252,3
4,411,252,-0.0621929466724395,3180,3
5,480,200,-0.107479952275753,0,3
6,419,213,-0.1439150273799896,3216,3
7,382,224,-0.1635414510965347,3186,3
8,353,238,-0.178191602230072,3186,3
9,488,231,-0.1145111992955207,0,3
10,417,218,-0.1602219641208648,3179,3
11,374,213,-0.1760579794645309,3272,3
12,344,213,-0.18927563726902,0,3
13,494,262,-0.1100051701068878,0,3
14,426,254,-0.1128664463758468,3195,3
15,434,246,-0.0696670114994049,3220,3
16,449,241,-0.0437855198979377,3318,3
17,498,286,-0.1063149124383926,9526,3
18,444,277,-0.0934853628277778,3380,3
19,450,267,-0.0573341101408004,3411,3
20,462,264,-0.0337127074599266,3518,3
0,201,280,-2.201632014475763e-07,3049,3
1,241,246,-0.0426261946558952,2872,3
2,300,250,-0.0719789117574691,4842,3
3,339,287,-0.0882235616445541,2490,3
4,355,324,-0.1029123365879058,4700,3
5,270,274,-0.1255389004945755,2605,3
6,328,289,-0.1616134792566299,2417,3
7,362,296,-0.1761251389980316,0,3
8,389,298,-0.1853658258914947,4960,3
9,264,308,-0.1102547571063041,2625,3
10,340,307,-0.145270362496376,2441,3
11,382,298,-0.1499828845262527,4910,3
12,406,293,-0.1562868356704712,5205,3
13,262,336,-0.0916226506233215,2690,3
14,336,344,-0.1192805171012878,4628,3
15,333,329,-0.1055449843406677,4649,3
16,314,316,-0.0941099599003791,2890,3
17,265,360,-0.0752492025494575,4562,3
18,325,361,-0.0990735962986946,4572,3
19,321,347,-0.0952196046710014,4609,3
20,302,339,-0.0899173989892005,0,3
0,465,237,-2.958869913527451e-07,9388,3
1,439,222,-0.0430097058415412,9360,3
2,405,224,-0.0906756371259689,0,3
3,371,253,-0.1316532492637634,2884,3
4,350,283,-0.1769267916679382,2946,3
5,436,225,-0.1312395185232162,9312,3
6,380,222,-0.18239326775074,0,3
7,345,217,-0.2192374467849731,2942,3
8,322,215,-0.2425429224967956,0,3
9,446,253,-0.1305240988731384,9078,3
10,383,249,-0.1687013208866119,2964,3
11,365,231,-0.1820003092288971,2910,3
12,359,221,-0.1954154521226883,2934,3
13,449,280,-0.1273549795150756,8937,3
14,387,282,-0.1477791219949722,0,3
15,388,278,-0.1322060227394104,0,3
16,402,277,-0.1241623982787132,3344,3
17,445,300,-0.1289679110050201,8820,3
18,394,302,-0.1433939337730407,0,3
19,392,295,-0.1286565959453582,0,3
20,403,290,-0.118790678679943,0,3
0,461,249,-3.130195409539738e-07,9276,3
1,435,229,-0.0394269526004791,9305,3
2,401,227,-0.082830786705017,0,3
3,366,253,-0.1208966597914695,2908,3
4,346,282,-0.1606651991605758,2971,3
5,438,222,-0.1156868636608123,9341,3
6,384,218,-0.1688501089811325,0,3
7,347,216,-0.2047792375087738,2984,3
8,321,217,-0.2259311079978943,0,3
9,449,252,-0.117170549929142,9159,3
10,390,248,-0.155259221792221,3162,3
11,379,235,-0.1644650846719741,3056,3
12,379,227,-0.1728910654783249,0,3
13,451,281,-0.117965318262577,8981,3
14,389,284,-0.1362595111131668,0,3
15,385,281,-0.112970545887947,2952,3
16,396,280,-0.0982633307576179,0,3
17,448,304,-0.1246260702610015,8822,3
18,395,307,-0.1380451023578643,8635,3
19,392,299,-0.1204599887132644,0,3
20,403,293,-0.1064384505152702,0,3
0,476,266,-4.600572935942182e-07,9182,3
1,445,246,-0.0562998093664646,9187,3
2,406,241,-0.1154234856367111,0,3
3,368,262,-0.1660353988409042,2866,3
4,342,280,-0.222016155719757,2926,3
5,431,243,-0.1535155326128006,0,3
6,375,241,-0.214763343334198,2980,3
7,340,242,-0.2579193711280823,2894,3
8,316,244,-0.2830452024936676,2804,3
9,439,275,-0.1483671516180038,0,3
10,378,268,-0.2016415745019912,2882,3
11,354,257,-0.2225050628185272,2848,3
12,342,250,-0.2360947728157043,2850,3
13,444,305,-0.140302836894989,8741,3
14,387,306,-0.1726250201463699,3094,3
15,379,304,-0.160927876830101,2924,3
16,384,303,-0.1512033939361572,2960,3
17,444,327,-0.1372379958629608,8604,3
18,396,326,-0.1567349433898925,8479,3
19,389,320,-0.1406113058328628,0,3
20,394,313,-0.1270463317632675,0,3
0,473,268,3.720790857641987e-07,9626,3
1,429,240,0.0309771448373794,3998,3
2,381,233,0.0211637932807207,0,3
3,343,255,0.0064163608476519,2747,3
4,323,278,-0.0106374304741621,2678,3
5,373,229,-0.0519549660384655,5165,3
6,307,249,-0.083788089454174,2670,3
7,271,264,-0.1047700643539428,2612,3
8,248,282,-0.1184205338358879,5007,3
9,378,261,-0.0763268396258354,2923,3
10,303,252,-0.1058543920516967,2644,3
11,265,247,-0.1143411099910736,2590,3
12,245,252,-0.1218065097928047,2647,3
13,383,297,-0.0916357636451721,2972,3
14,312,297,-0.088368035852909,2716,3
15,325,290,-0.0491883382201194,2703,3
16,344,285,-0.0254317540675401,2733,3
17,392,327,-0.1060509011149406,8828,3
18,335,322,-0.0917262062430381,5020,3
19,346,313,-0.0560874231159687,2816,3
20,362,308,-0.0314499586820602,2883,3
0,185,152,1.125722874917301e-07,2952,3
1,209,94,-0.0161841809749603,4391,3
2,258,63,-0.0352069921791553,4340,3
3,305,72,-0.0490397624671459,4446,3
4,329,97,-0.0625707060098648,4368,3
5,268,73,-0.0871129035949707,4347,3
6,347,68,-0.1101878508925437,4380,3
7,387,70,-0.1116521134972572,4366,3
8,414,71,-0.1111273616552352,4447,3
9,278,113,-0.0869643464684486,2702,3
10,357,85,-0.1168804690241813,4349,3
11,398,65,-0.1189306229352951,4393,3
12,429,50,-0.1191349476575851,4606,3
13,284,151,-0.0816166475415229,2716,3
14,354,120,-0.1061157062649726,2659,3
15,338,117,-0.088893823325634,2602,3
16,315,118,-0.0714446827769279,2584,3
17,286,182,-0.0764362588524818,2897,3
18,345,154,-0.0919578373432159,4257,3
19,333,146,-0.0767368897795677,0,3
20,312,148,-0.0606534071266651,2848,3
0,236,222,1.5464181046809244e-07,3322,3
1,275,190,-0.0068650073371827,0,3
2,320,193,-0.0225073266774415,5136,3
3,349,217,-0.0328473709523677,4676,3
4,363,243,-0.0405371822416782,2786,3
5,319,196,-0.0984061136841774,5129,3
6,373,220,-0.1273277103900909,4570,3
7,404,233,-0.1351774185895919,4438,3
8,424,243,-0.1407378315925598,4380,3
9,309,229,-0.0998660400509834,2862,3
10,383,235,-0.1365972608327865,0,3
11,430,239,-0.1403410136699676,4435,3
12,457,243,-0.1438318938016891,4600,3
13,300,259,-0.0945246815681457,2942,3
14,367,281,-0.1162992492318153,4231,3
15,376,273,-0.0921203941106796,4244,3
16,367,258,-0.0721573829650878,2874,3
17,293,286,-0.0894812121987342,3006,3
18,339,308,-0.109538160264492,4181,3
19,355,299,-0.1009581089019775,4194,3
20,354,282,-0.0896627157926559,4245,3
0,242,228,1.1036581071266482e-07,3470,3
1,261,191,-0.0147894881665706,6158,3
2,300,179,-0.0283599905669689,6028,3
3,331,196,-0.0363600738346576,5946,3
4,342,219,-0.0446036309003829,3281,3
5,298,190,-0.067852571606636,5919,3
6,350,193,-0.0857624262571334,6030,3
7,380,196,-0.0913511887192726,6140,3
8,402,197,-0.0954182669520378,6500,3
9,299,218,-0.0660569816827774,3264,3
10,355,208,-0.0842448249459266,3303,3
11,385,196,-0.0848791301250457,6177,3
12,406,187,-0.0859634354710578,6585,3
13,299,244,-0.0607893206179142,3432,3
14,345,235,-0.0738096684217453,5855,3
15,336,228,-0.0599169917404651,0,3
16,320,224,-0.0483159534633159,3245,3
17,298,264,-0.0563443750143051,3507,3
18,337,252,-0.0671892464160919,5628,3
19,330,245,-0.0575271658599376,0,3
20,317,245,-0.0478933006525039,0,3
0,151,231,-3.637818224433431e-08,3575,3
1,203,213,-0.0469199903309345,0,3
2,249,225,-0.0900269001722335,0,3
3,276,251,-0.1073518469929695,0,3
4,293,282,-0.1210150644183158,3041,3
5,231,251,-0.2168551236391067,3133,3
6,292,272,-0.2407228201627731,3149,3
7,329,285,-0.2314826697111129,0,3
8,360,294,-0.2269110679626464,4548,3
9,215,279,-0.1842458844184875,3133,3
10,287,298,-0.2129178643226623,0,3
11,326,295,-0.1937023401260376,0,3
12,357,296,-0.1855528652667999,4542,3
13,209,302,-0.1378765553236007,3282,3
14,270,304,-0.1177544891834259,4472,3
15,264,284,-0.060485977679491,3022,3
16,254,275,-0.0350997522473335,3060,3
17,210,317,-0.0959362760186195,4518,3
18,252,307,-0.0676982626318931,4490,3
19,253,290,-0.0337177440524101,3044,3
20,247,283,-0.0175996962934732,3050,3
0,514,269,2.332504891455756e-07,9559,3
1,507,224,-0.0013305867323651,10072,3
2,468,204,-0.0164488833397626,10261,3
3,425,213,-0.0289147421717643,0,3
4,395,227,-0.0453225709497928,3047,3
5,467,199,-0.0616029687225818,10312,3
6,415,189,-0.0839650556445121,5690,3
7,382,186,-0.0940096154808998,0,3
8,358,184,-0.1010118201375007,5144,3
9,465,226,-0.0712106451392173,0,3
10,416,202,-0.1030525714159011,5562,3
11,381,190,-0.1145860478281974,0,3
12,357,182,-0.121268905699253,5149,3
13,462,256,-0.0753087252378463,0,3
14,409,246,-0.0989183634519577,3174,3
15,387,242,-0.0968808010220527,2998,3
16,377,235,-0.0925485864281654,2940,3
17,460,287,-0.077169731259346,0,3
18,416,280,-0.0913301706314086,3369,3
19,399,273,-0.0852861329913139,3153,3
20,391,266,-0.0794063881039619,3064,3
0,486,256,7.321851853703265e-07,0,3
1,456,210,-0.001975308638066,0,3
2,403,192,-0.0168275125324726,5028,3
3,356,215,-0.0291315913200378,3051,3
4,331,244,-0.0431955009698867,2976,3
5,384,204,-0.0664502903819084,0,3
6,310,211,-0.0836862996220588,0,3
7,270,218,-0.0919370055198669,3002,3
8,241,226,-0.09756650775671,2887,3
9,380,244,-0.0715235844254493,3082,3
10,302,233,-0.0933628305792808,2956,3
11,256,219,-0.1030931249260902,0,3
12,227,215,-0.1115024983882904,0,3
13,379,281,-0.0688189640641212,3196,3
14,303,269,-0.0705407857894897,3029,3
15,314,258,-0.0466812364757061,2978,3
16,335,255,-0.0306724980473518,2995,3
17,382,310,-0.0660948529839515,0,3
18,323,294,-0.0558961033821105,3128,3
19,333,284,-0.0280963126569986,3067,3
20,352,281,-0.0083198444917798,3111,3
0,498,248,6.359000508382451e-07,8925,3
1,474,216,0.0011650011874735,9121,3
2,432,209,-0.0095055513083934,0,3
3,402,224,-0.0202939473092556,3324,3
4,386,245,-0.0327088460326194,3168,3
5,424,212,-0.0432174280285835,0,3
6,369,215,-0.0588898472487926,0,3
7,339,221,-0.0670442283153534,3144,3
8,317,228,-0.0716191157698631,3052,3
9,422,241,-0.0507521070539951,3324,3
10,362,228,-0.0651849284768104,3118,3
11,323,219,-0.0729355663061142,0,3
12,298,215,-0.0798272341489791,6015,3
13,421,270,-0.0534348040819168,3376,3
14,367,261,-0.0554291605949401,3139,3
15,376,253,-0.0411217212677001,3149,3
16,391,251,-0.0311831254512071,3191,3
17,423,292,-0.0560689903795719,8518,3
18,382,282,-0.0506569780409336,3249,3
19,390,274,-0.0323248170316219,3239,3
20,404,272,-0.0189323630183935,3305,3
0,435,234,1.0079742196467123e-06,9157,3
1,415,206,-0.0649598836898803,0,3
2,388,198,-0.1126192808151245,4722,3
3,361,210,-0.1373335868120193,0,3
4,338,229,-0.157865822315216,3440,3
5,402,234,-0.1908090859651565,0,3
6,351,242,-0.2419987320899963,3412,3
7,317,244,-0.259700059890747,3313,3
8,288,247,-0.2681181132793426,3284,3
9,400,268,-0.1640346944332122,0,3
10,337,266,-0.2082426249980926,3316,3
11,296,252,-0.2057236731052398,3260,3
12,270,239,-0.2038955986499786,5596,3
13,392,293,-0.1324002593755722,5876,3
14,338,285,-0.1572457998991012,3476,3
15,329,270,-0.1395456045866012,3270,3
16,330,257,-0.1287039518356323,3304,3
17,384,307,-0.1047636047005653,5638,3
18,344,294,-0.119791954755783,3558,3
19,338,280,-0.1119372323155403,3443,3
20,340,266,-0.1055128425359726,3336,3
0,204,202,6.88912251689544e-08,3392,4
1,235,166,-0.027807742357254,5883,4
2,280,151,-0.0432893708348274,5802,4
3,318,160,-0.0491676069796085,5922,4
4,335,180,-0.049454528838396,6060,4
5,274,193,-0.0761010721325874,3385,4
6,337,199,-0.0849993377923965,5956,4
7,344,193,-0.0703450366854667,6060,4
8,335,188,-0.0566240437328815,6003,4
9,271,224,-0.0641965791583061,3147,4
10,339,233,-0.0812108814716339,3269,4
11,372,237,-0.0761492326855659,6487,4
12,394,240,-0.0712033659219741,6468,4
13,270,245,-0.0499798990786075,3216,4
14,330,253,-0.0649090930819511,3270,4
15,361,256,-0.0649900734424591,5691,4
16,383,257,-0.062903918325901,6416,4
17,268,257,-0.0357794240117073,3282,4
18,310,267,-0.0463685877621173,3316,4
19,335,269,-0.0479903817176818,5508,4
20,352,270,-0.0475413836538791,5804,4
0,472,275,4.7038520278874795e-07,8742,4
1,458,230,-0.0335285104811191,0,4
2,410,198,-0.0546134933829307,4971,4
3,365,193,-0.0634597837924957,6048,4
4,340,210,-0.0721575692296028,3009,4
5,412,246,-0.1078803613781929,3164,4
6,345,248,-0.1387485712766647,2760,4
7,337,232,-0.150228664278984,5647,4
8,345,218,-0.1536678969860077,2997,4
9,412,278,-0.0957139357924461,3232,4
10,340,288,-0.1229090094566345,2812,4
11,295,286,-0.1339770406484604,2871,4
12,268,288,-0.1437707841396331,2888,4
13,413,300,-0.0799629911780357,8488,4
14,347,305,-0.098922461271286,3009,4
15,304,303,-0.1089589670300483,2986,4
16,278,303,-0.1165907382965087,2947,4
17,411,311,-0.0643988102674484,8443,4
18,361,314,-0.0769738480448722,5521,4
19,328,314,-0.0839456245303154,5150,4
20,305,313,-0.0898086875677108,5033,4
0,213,214,-3.4084887801100194e-08,3412,4
1,246,181,-0.031598187983036,5855,4
2,292,167,-0.0472144410014152,5890,4
3,331,179,-0.052770473062992,6051,4
4,344,199,-0.0527403466403484,6050,4
5,284,214,-0.0723815113306045,3143,4
6,343,219,-0.0786918178200721,0,4
7,354,212,-0.0646203756332397,6131,4
8,353,206,-0.052918441593647,6123,4
9,282,244,-0.0579083375632762,3174,4
10,347,250,-0.0735252872109413,0,4
11,380,253,-0.0700274184346199,6485,4
12,404,257,-0.0673282817006111,6345,4
13,281,263,-0.0414802506566047,3256,4
14,338,269,-0.0553519465029239,3286,4
15,370,272,-0.0579852797091007,0,4
16,393,273,-0.0586257800459861,6264,4
17,280,274,-0.0256690550595521,3336,4
18,319,283,-0.035712644457817,3343,4
19,344,286,-0.0400625392794609,5565,4
20,362,287,-0.042496632784605,0,4
0,471,288,5.846312092216976e-07,8671,4
1,451,250,-0.0420089550316333,0,4
2,404,228,-0.0680260583758354,4273,4
3,359,230,-0.0809598490595817,5995,4
4,334,250,-0.0934192463755607,3061,4
5,418,279,-0.1185831353068351,3451,4
6,359,289,-0.152827039361,2830,4
7,340,274,-0.1630020439624786,2816,4
8,334,257,-0.1657333821058273,3065,4
9,416,309,-0.1046836823225021,0,4
10,350,322,-0.1360602527856826,2961,4
11,307,322,-0.1454341113567352,2954,4
12,279,323,-0.1530319154262542,2964,4
13,414,328,-0.0879755541682243,8347,4
14,356,338,-0.1106691434979438,5306,4
15,317,337,-0.1208501011133194,4990,4
16,290,337,-0.1283262372016906,3955,4
17,411,339,-0.0725920498371124,8289,4
18,367,350,-0.0896572992205619,5374,4
19,336,352,-0.0998182818293571,5040,4
20,313,351,-0.1078170761466026,4955,4
0,129,207,-3.1298247904487653e-07,3026,4
1,168,184,-0.0801531076431274,3468,4
2,223,177,-0.13837231695652,4969,4
3,270,191,-0.1737516820430755,4757,4
4,295,222,-0.2048065066337585,4709,4
5,184,237,-0.2066205590963363,2517,4
6,253,256,-0.247448056936264,2580,4
7,278,250,-0.2461063265800476,0,4
8,293,242,-0.2407906949520111,4627,4
9,170,276,-0.1736399680376052,2543,4
10,260,299,-0.2182102501392364,2577,4
11,313,304,-0.2169879674911499,2644,4
12,348,300,-0.2178380340337753,4555,4
13,168,302,-0.1349754780530929,2718,4
14,251,323,-0.1726588457822799,2766,4
15,296,325,-0.1724891662597656,0,4
16,327,322,-0.1722480803728103,4454,4
17,170,316,-0.0981120765209198,4458,4
18,234,330,-0.1274252831935882,4385,4
19,271,331,-0.1308451443910598,4370,4
20,298,329,-0.1314641088247299,4396,4
0,442,215,9.357412977806234e-07,9280,4
1,418,184,-0.075669340789318,4555,4
2,387,163,-0.1332220584154129,4828,4
3,350,165,-0.1715156137943267,6197,4
4,322,185,-0.2031062841415405,3293,4
5,422,224,-0.1806694567203521,0,4
6,350,225,-0.2289952635765075,3012,4
7,332,211,-0.2346862107515335,3361,4
8,335,199,-0.2320295423269271,3327,4
9,421,257,-0.1570781767368316,0,4
10,340,257,-0.2062529623508453,3036,4
11,293,249,-0.2126306742429733,2973,4
12,263,242,-0.2166879475116729,2981,4
13,413,281,-0.1321409493684768,8883,4
14,338,279,-0.1687497496604919,3147,4
15,297,272,-0.1781370788812637,3055,4
16,270,266,-0.1860963851213455,3025,4
17,400,296,-0.1107281818985939,6014,4
18,348,291,-0.1395177841186523,3293,4
19,317,285,-0.152772843837738,3210,4
20,293,281,-0.1625526696443557,3109,4
0,501,263,9.296097118749458e-07,9428,4
1,471,236,-0.0575291402637958,9782,4
2,420,240,-0.0910760015249252,3322,4
3,376,249,-0.1070566102862358,3114,4
4,342,256,-0.1223949342966079,3118,4
5,454,279,-0.154980182647705,0,4
6,397,271,-0.1987923830747604,2923,4
7,362,261,-0.212503582239151,2837,4
8,333,249,-0.220280572772026,3125,4
9,454,310,-0.1355891972780227,8931,4
10,396,333,-0.1930563151836395,4359,4
11,351,346,-0.2178641706705093,4022,4
12,316,354,-0.2336794286966323,0,4
13,450,329,-0.1113946810364723,8770,4
14,399,354,-0.1597124636173248,4231,4
15,358,365,-0.1847645789384842,3946,4
16,328,374,-0.1992228776216507,3871,4
